## STRATEGY: exact
## SKIPPED: ['has_low_plasma_membrane_amount', 'has_relational_adjective', 'has_high_plasma_membrane_amount', 'has_completed', 'has_not_completed', 'seeAlso', 'lacks_part', 'lacks_plasma_membrane_part', 'immediate_transformation_of']
true_positive	11532192	1861	1882	retinal ganglion cell	cl	CL:0000740	retinal ganglion cell (,{gangliocyte, ganglion cell of retina, RGC})
true_positive	15630473	2198	2208	fibroblast	cl	CL:0000057	fibroblast (,)
true_positive	15630473	2829	2833	cell	cl	CL:0000000	cell (,)
true_positive	15630473	2954	2959	cells	cl	CL:0000000	cell (,)
true_positive	15630473	3103	3108	cells	cl	CL:0000000	cell (,)
true_positive	15630473	3298	3302	cell	cl	CL:0000000	cell (,)
true_positive	15630473	3394	3398	cell	cl	CL:0000000	cell (,)
true_positive	15630473	3583	3599	ectodermal cells	cl	CL:0000221	ectodermal cell (,ectoderm cell)
false_positive	15630473	3633	3650	mesenchymal cells	cl	CL:0000134	mesenchymal cell (,)
true_positive	15630473	3823	3839	epithelial cells	cl	CL:0000066	epithelial cell (,)
false_positive	15630473	3886	3903	mesenchymal cells	cl	CL:0000134	mesenchymal cell (,)
true_positive	15630473	5107	5111	cell	cl	CL:0000000	cell (,)
true_positive	15630473	6361	6377	epithelial cells	cl	CL:0000066	epithelial cell (,)
false_positive	15630473	6390	6407	mesenchymal cells	cl	CL:0000134	mesenchymal cell (,)
true_positive	15630473	7601	7614	keratinocytes	cl	CL:0000312	keratinocyte (,)
true_positive	15630473	8078	8082	cell	cl	CL:0000000	cell (,)
true_positive	15630473	8832	8845	keratinocytes	cl	CL:0000312	keratinocyte (,)
true_positive	15630473	10475	10488	keratinocytes	cl	CL:0000312	keratinocyte (,)
true_positive	15630473	10540	10553	keratinocytes	cl	CL:0000312	keratinocyte (,)
true_positive	15630473	11563	11576	keratinocytes	cl	CL:0000312	keratinocyte (,)
true_positive	15630473	11865	11870	cells	cl	CL:0000000	cell (,)
true_positive	15630473	12655	12660	cells	cl	CL:0000000	cell (,)
true_positive	15630473	12681	12686	cells	cl	CL:0000000	cell (,)
true_positive	15630473	13658	13662	cell	cl	CL:0000000	cell (,)
true_positive	15630473	14536	14541	cells	cl	CL:0000000	cell (,)
true_positive	15630473	14605	14610	cells	cl	CL:0000000	cell (,)
true_positive	15630473	16037	16052	epidermal cells	cl	CL:0000362	epidermal cell (,)
true_positive	15630473	17286	17290	cell	cl	CL:0000000	cell (,)
true_positive	15630473	18199	18212	keratinocytes	cl	CL:0000312	keratinocyte (,)
true_positive	15630473	18261	18274	keratinocytes	cl	CL:0000312	keratinocyte (,)
true_positive	15630473	18350	18354	cell	cl	CL:0000000	cell (,)
true_positive	15630473	18433	18437	cell	cl	CL:0000000	cell (,)
true_positive	15630473	18507	18511	cell	cl	CL:0000000	cell (,)
true_positive	15630473	19176	19180	cell	cl	CL:0000000	cell (,)
true_positive	15630473	19705	19718	keratinocytes	cl	CL:0000312	keratinocyte (,)
true_positive	15630473	19805	19810	cells	cl	CL:0000000	cell (,)
true_positive	15630473	20285	20291	T cell	cl	CL:0000084	T cell (,{T-lymphocyte, T-cell, T lymphocyte})
true_positive	15630473	22062	22074	keratinocyte	cl	CL:0000312	keratinocyte (,)
true_positive	15630473	22202	22215	keratinocytes	cl	CL:0000312	keratinocyte (,)
true_positive	15630473	22244	22257	keratinocytes	cl	CL:0000312	keratinocyte (,)
true_positive	15630473	22483	22488	cells	cl	CL:0000000	cell (,)
true_positive	15630473	22777	22790	keratinocytes	cl	CL:0000312	keratinocyte (,)
true_positive	15630473	23807	23811	cell	cl	CL:0000000	cell (,)
true_positive	15630473	24020	24033	keratinocytes	cl	CL:0000312	keratinocyte (,)
true_positive	15630473	24191	24195	cell	cl	CL:0000000	cell (,)
true_positive	15630473	24284	24297	keratinocytes	cl	CL:0000312	keratinocyte (,)
true_positive	15630473	24805	24818	keratinocytes	cl	CL:0000312	keratinocyte (,)
true_positive	15630473	24877	24888	hepatocytes	cl	CL:0000182	hepatocyte (,)
true_positive	15630473	24912	24925	keratinocytes	cl	CL:0000312	keratinocyte (,)
true_positive	15630473	24952	24964	keratinocyte	cl	CL:0000312	keratinocyte (,)
true_positive	15630473	25326	25339	keratinocytes	cl	CL:0000312	keratinocyte (,)
true_positive	15630473	25407	25411	cell	cl	CL:0000000	cell (,)
true_positive	15630473	25468	25473	cells	cl	CL:0000000	cell (,)
true_positive	15630473	25481	25494	keratinocytes	cl	CL:0000312	keratinocyte (,)
true_positive	15630473	25586	25602	epithelial cells	cl	CL:0000066	epithelial cell (,)
true_positive	15630473	25657	25670	keratinocytes	cl	CL:0000312	keratinocyte (,)
true_positive	15630473	26576	26589	keratinocytes	cl	CL:0000312	keratinocyte (,)
true_positive	15630473	26906	26919	keratinocytes	cl	CL:0000312	keratinocyte (,)
true_positive	15630473	27383	27396	keratinocytes	cl	CL:0000312	keratinocyte (,)
true_positive	15630473	27821	27834	keratinocytes	cl	CL:0000312	keratinocyte (,)
true_positive	15630473	28088	28101	keratinocytes	cl	CL:0000312	keratinocyte (,)
true_positive	15630473	32174	32179	cells	cl	CL:0000000	cell (,)
true_positive	15630473	32484	32489	cells	cl	CL:0000000	cell (,)
true_positive	15630473	34221	34234	keratinocytes	cl	CL:0000312	keratinocyte (,)
true_positive	15630473	34244	34248	cell	cl	CL:0000000	cell (,)
true_positive	15630473	35138	35151	keratinocytes	cl	CL:0000312	keratinocyte (,)
true_positive	15630473	35774	35787	keratinocytes	cl	CL:0000312	keratinocyte (,)
true_positive	15630473	37474	37479	cells	cl	CL:0000000	cell (,)
true_positive	15630473	38309	38314	cells	cl	CL:0000000	cell (,)
true_positive	15630473	38711	38724	keratinocytes	cl	CL:0000312	keratinocyte (,)
true_positive	15630473	38826	38839	keratinocytes	cl	CL:0000312	keratinocyte (,)
true_positive	15630473	40146	40151	cells	cl	CL:0000000	cell (,)
true_positive	15630473	40500	40513	keratinocytes	cl	CL:0000312	keratinocyte (,)
true_positive	15630473	40679	40692	keratinocytes	cl	CL:0000312	keratinocyte (,)
true_positive	15630473	40771	40784	keratinocytes	cl	CL:0000312	keratinocyte (,)
true_positive	15630473	41105	41109	cell	cl	CL:0000000	cell (,)
true_positive	15630473	41434	41438	cell	cl	CL:0000000	cell (,)
true_positive	15630473	41607	41611	cell	cl	CL:0000000	cell (,)
true_positive	15630473	42218	42222	cell	cl	CL:0000000	cell (,)
true_positive	15630473	43150	43154	Cell	cl	CL:0000000	cell (,)
true_positive	15630473	44917	44930	keratinocytes	cl	CL:0000312	keratinocyte (,)
true_positive	15630473	44963	44968	cells	cl	CL:0000000	cell (,)
true_positive	15630473	45503	45507	cell	cl	CL:0000000	cell (,)
true_positive	15630473	46357	46361	Cell	cl	CL:0000000	cell (,)
true_positive	15630473	46379	46392	keratinocytes	cl	CL:0000312	keratinocyte (,)
true_positive	15630473	46911	46916	cells	cl	CL:0000000	cell (,)
true_positive	15630473	47174	47187	keratinocytes	cl	CL:0000312	keratinocyte (,)
true_positive	15630473	47238	47243	cells	cl	CL:0000000	cell (,)
true_positive	15630473	47296	47301	cells	cl	CL:0000000	cell (,)
true_positive	15630473	50292	50305	keratinocytes	cl	CL:0000312	keratinocyte (,)
true_positive	15630473	953	957	cell	cl	CL:0000000	cell (,)
true_positive	15630473	2254	2258	cell	cl	CL:0000000	cell (,)
true_positive	15630473	53627	53632	cells	cl	CL:0000000	cell (,)
true_positive	15630473	53683	53688	cells	cl	CL:0000000	cell (,)
true_positive	15630473	17291	17295	cell	cl	CL:0000000	cell (,)
true_positive	15630473	5112	5116	cell	cl	CL:0000000	cell (,)
true_positive	15630473	18355	18359	cell	cl	CL:0000000	cell (,)
true_positive	15630473	18438	18442	cell	cl	CL:0000000	cell (,)
true_positive	15630473	18512	18516	cell	cl	CL:0000000	cell (,)
true_positive	15630473	19181	19185	cell	cl	CL:0000000	cell (,)
true_positive	15630473	51652	51662	fibroblast	cl	CL:0000057	fibroblast (,)
true_positive	15630473	52156	52162	T cell	cl	CL:0000084	T cell (,{T-lymphocyte, T-cell, T lymphocyte})
true_positive	15630473	53477	53482	cells	cl	CL:0000000	cell (,)
true_positive	15630473	59689	59694	cells	cl	CL:0000000	cell (,)
true_positive	15630473	60495	60500	cells	cl	CL:0000000	cell (,)
true_positive	15630473	53967	53972	cells	cl	CL:0000000	cell (,)
true_positive	15630473	54167	54172	cells	cl	CL:0000000	cell (,)
true_positive	15630473	54638	54642	cell	cl	CL:0000000	cell (,)
true_positive	15630473	54643	54647	cell	cl	CL:0000000	cell (,)
true_positive	15630473	56561	56566	cells	cl	CL:0000000	cell (,)
true_positive	15630473	56627	56632	cells	cl	CL:0000000	cell (,)
true_positive	15630473	56673	56678	cells	cl	CL:0000000	cell (,)
true_positive	15630473	57256	57261	cells	cl	CL:0000000	cell (,)
true_positive	15630473	57663	57668	cells	cl	CL:0000000	cell (,)
true_positive	15630473	60601	60606	Cells	cl	CL:0000000	cell (,)
true_positive	15630473	60790	60794	cell	cl	CL:0000000	cell (,)
true_positive	15630473	60743	60755	keratinocyte	cl	CL:0000312	keratinocyte (,)
true_positive	15630473	60833	60846	keratinocytes	cl	CL:0000312	keratinocyte (,)
true_positive	15630473	60895	60908	Keratinocytes	cl	CL:0000312	keratinocyte (,)
true_positive	15630473	61004	61009	cells	cl	CL:0000000	cell (,)
true_positive	15630473	61047	61051	cell	cl	CL:0000000	cell (,)
true_positive	15630473	61969	61982	keratinocytes	cl	CL:0000312	keratinocyte (,)
true_positive	15630473	62056	62069	keratinocytes	cl	CL:0000312	keratinocyte (,)
true_positive	15630473	62705	62718	keratinocytes	cl	CL:0000312	keratinocyte (,)
true_positive	15630473	62734	62747	keratinocytes	cl	CL:0000312	keratinocyte (,)
true_positive	15630473	63111	63124	keratinocytes	cl	CL:0000312	keratinocyte (,)
true_positive	15630473	63252	63265	keratinocytes	cl	CL:0000312	keratinocyte (,)
true_positive	15630473	63761	63774	keratinocytes	cl	CL:0000312	keratinocyte (,)
true_positive	15630473	64125	64138	Keratinocytes	cl	CL:0000312	keratinocyte (,)
true_positive	15630473	64342	64347	cells	cl	CL:0000000	cell (,)
true_positive	15630473	30452	30464	keratinocyte	cl	CL:0000312	keratinocyte (,)
true_positive	15630473	52958	52971	keratinocytes	cl	CL:0000312	keratinocyte (,)
true_positive	15630473	60331	60344	Keratinocytes	cl	CL:0000312	keratinocyte (,)
true_positive	15676071	352	371	photoreceptor cells	cl	CL:0000210	photoreceptor cell (,)
true_positive	15676071	1261	1280	Photoreceptor cells	cl	CL:0000210	photoreceptor cell (,)
true_positive	15676071	1382	1397	sensory neurons	cl	CL:0000101	sensory neuron (,)
true_positive	15676071	2259	2278	photoreceptor cells	cl	CL:0000210	photoreceptor cell (,)
true_positive	15676071	2888	2907	photoreceptor cells	cl	CL:0000210	photoreceptor cell (,)
true_positive	15676071	4452	4471	photoreceptor cells	cl	CL:0000210	photoreceptor cell (,)
true_positive	15676071	4541	4560	Photoreceptor cells	cl	CL:0000210	photoreceptor cell (,)
true_positive	15676071	4604	4611	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	15676071	6196	6201	cells	cl	CL:0000000	cell (,)
true_positive	15676071	9407	9411	cell	cl	CL:0000000	cell (,)
true_positive	15676071	15660	15677	rod bipolar cells	cl	CL:0000751	rod bipolar cell (,)
true_positive	15676071	18133	18137	cell	cl	CL:0000000	cell (,)
true_positive	15676071	31004	31008	cell	cl	CL:0000000	cell (,)
true_positive	15760270	76378	76382	cell	cl	CL:0000000	cell (,)
true_positive	15760270	3887	3891	cell	cl	CL:0000000	cell (,)
true_positive	15760270	7606	7610	cell	cl	CL:0000000	cell (,)
true_positive	15760270	10944	10948	cell	cl	CL:0000000	cell (,)
true_positive	15760270	23693	23704	hepatocytes	cl	CL:0000182	hepatocyte (,)
true_positive	15760270	23811	23822	hepatocytes	cl	CL:0000182	hepatocyte (,)
true_positive	15760270	23895	23900	cells	cl	CL:0000000	cell (,)
true_positive	15760270	23981	23992	hepatocytes	cl	CL:0000182	hepatocyte (,)
true_positive	15760270	24015	24026	hepatocytes	cl	CL:0000182	hepatocyte (,)
true_positive	15760270	24180	24191	hepatocytes	cl	CL:0000182	hepatocyte (,)
true_positive	15760270	25025	25036	hepatocytes	cl	CL:0000182	hepatocyte (,)
true_positive	15760270	25157	25168	hepatocytes	cl	CL:0000182	hepatocyte (,)
true_positive	15760270	26367	26378	hepatocytes	cl	CL:0000182	hepatocyte (,)
true_positive	15760270	26429	26440	hepatocytes	cl	CL:0000182	hepatocyte (,)
true_positive	15760270	26579	26590	hepatocytes	cl	CL:0000182	hepatocyte (,)
true_positive	15760270	28879	28885	neuron	cl	CL:0000540	neuron (,nerve cell)
true_positive	15760270	29093	29110	pyramidal neurons	cl	CL:0000598	pyramidal cell (,{projection neuron, pyramidal neuron})
true_positive	15760270	29565	29572	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	15760270	29900	29912	granule cell	cl	CL:0000120	granule cell (,)
true_positive	15760270	29913	29920	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	15760270	30206	30213	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	15760270	30332	30339	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	15760270	34484	34494	hepatocyte	cl	CL:0000182	hepatocyte (,)
true_positive	15760270	34595	34606	hepatocytes	cl	CL:0000182	hepatocyte (,)
true_positive	15760270	34760	34771	hepatocytes	cl	CL:0000182	hepatocyte (,)
true_positive	15760270	35525	35535	hepatocyte	cl	CL:0000182	hepatocyte (,)
true_positive	15760270	35779	35789	hepatocyte	cl	CL:0000182	hepatocyte (,)
true_positive	15760270	35883	35893	hepatocyte	cl	CL:0000182	hepatocyte (,)
true_positive	15760270	38070	38087	pyramidal neurons	cl	CL:0000598	pyramidal cell (,{projection neuron, pyramidal neuron})
true_positive	15760270	38160	38170	astrocytes	cl	CL:0000127	astrocyte (,)
true_positive	15760270	39621	39631	hepatocyte	cl	CL:0000182	hepatocyte (,)
true_positive	15760270	42502	42509	oocytes	cl	CL:0000023	oocyte (,)
true_positive	15760270	45769	45774	cells	cl	CL:0000000	cell (,)
true_positive	15760270	45879	45883	Cell	cl	CL:0000000	cell (,)
true_positive	15760270	53559	53569	hepatocyte	cl	CL:0000182	hepatocyte (,)
true_positive	15760270	53605	53616	hepatocytes	cl	CL:0000182	hepatocyte (,)
true_positive	15760270	53792	53797	cells	cl	CL:0000000	cell (,)
true_positive	15760270	54053	54058	cells	cl	CL:0000000	cell (,)
true_positive	15760270	65347	65351	cell	cl	CL:0000000	cell (,)
true_positive	15760270	24144	24148	cell	cl	CL:0000000	cell (,)
true_positive	15760270	67681	67691	stem cells	cl	CL:0000034	stem cell (,)
true_positive	15760270	68857	68861	cell	cl	CL:0000000	cell (,)
true_positive	15760270	76045	76056	Hepatocytes	cl	CL:0000182	hepatocyte (,)
true_positive	15760270	76157	76168	hepatocytes	cl	CL:0000182	hepatocyte (,)
true_positive	15760270	76317	76328	hepatocytes	cl	CL:0000182	hepatocyte (,)
true_positive	15760270	76533	76544	hepatocytes	cl	CL:0000182	hepatocyte (,)
true_positive	15760270	76842	76853	hepatocytes	cl	CL:0000182	hepatocyte (,)
true_positive	15760270	77039	77050	hepatocytes	cl	CL:0000182	hepatocyte (,)
true_positive	15760270	77152	77163	hepatocytes	cl	CL:0000182	hepatocyte (,)
true_positive	15760270	28950	28957	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	15760270	28991	28998	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	15819996	361	371	astrocytes	cl	CL:0000127	astrocyte (,)
true_positive	15819996	669	674	cells	cl	CL:0000000	cell (,)
true_positive	15819996	862	866	cell	cl	CL:0000000	cell (,)
true_positive	15819996	965	970	cells	cl	CL:0000000	cell (,)
true_positive	15819996	1054	1059	cells	cl	CL:0000000	cell (,)
true_positive	15819996	1199	1204	cells	cl	CL:0000000	cell (,)
true_positive	15819996	1428	1438	astrocytes	cl	CL:0000127	astrocyte (,)
true_positive	15819996	1719	1724	cells	cl	CL:0000000	cell (,)
true_positive	15819996	2947	2952	cells	cl	CL:0000000	cell (,)
true_positive	15819996	3085	3101	chromaffin cells	cl	CL:0000166	chromaffin cell (,phaeochromocyte)
true_positive	15819996	3639	3647	myoblast	cl	CL:0000056	myoblast (,)
true_positive	15819996	3685	3690	cells	cl	CL:0000000	cell (,)
true_positive	15819996	3789	3794	cells	cl	CL:0000000	cell (,)
true_positive	15819996	3989	3997	platelet	cl	CL:0000233	platelet (,blood platelet)
true_positive	15819996	4586	4591	cells	cl	CL:0000000	cell (,)
true_positive	15819996	5289	5294	cells	cl	CL:0000000	cell (,)
true_positive	15819996	5368	5373	cells	cl	CL:0000000	cell (,)
true_positive	15819996	5753	5758	cells	cl	CL:0000000	cell (,)
true_positive	15819996	5861	5866	cells	cl	CL:0000000	cell (,)
true_positive	15819996	5956	5961	cells	cl	CL:0000000	cell (,)
true_positive	15819996	6477	6481	cell	cl	CL:0000000	cell (,)
true_positive	15819996	6737	6741	cell	cl	CL:0000000	cell (,)
true_positive	15819996	7064	7069	cells	cl	CL:0000000	cell (,)
true_positive	15819996	7282	7286	cell	cl	CL:0000000	cell (,)
true_positive	15819996	7515	7519	cell	cl	CL:0000000	cell (,)
true_positive	15819996	8824	8829	cells	cl	CL:0000000	cell (,)
true_positive	15819996	9100	9105	cells	cl	CL:0000000	cell (,)
true_positive	15819996	9285	9290	cells	cl	CL:0000000	cell (,)
true_positive	15819996	9348	9355	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	15819996	9430	9441	glial cells	cl	CL:0000125	glial cell (,neuroglial cell)
true_positive	15819996	9488	9493	Cells	cl	CL:0000000	cell (,)
true_positive	15819996	9983	9988	cells	cl	CL:0000000	cell (,)
true_positive	15819996	10218	10223	cells	cl	CL:0000000	cell (,)
true_positive	15819996	10294	10299	cells	cl	CL:0000000	cell (,)
true_positive	15819996	10424	10429	cells	cl	CL:0000000	cell (,)
true_positive	15819996	10656	10661	cells	cl	CL:0000000	cell (,)
true_positive	15819996	10898	10905	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	15819996	11149	11156	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	15819996	11268	11278	astrocytes	cl	CL:0000127	astrocyte (,)
true_positive	15819996	11411	11418	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	15819996	11537	11547	astrocytes	cl	CL:0000127	astrocyte (,)
true_positive	15819996	11678	11684	neuron	cl	CL:0000540	neuron (,nerve cell)
true_positive	15819996	11897	11901	cell	cl	CL:0000000	cell (,)
true_positive	15819996	12009	12025	pyramidal neuron	cl	CL:0000598	pyramidal cell (,{projection neuron, pyramidal neuron})
true_positive	15819996	12194	12201	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	15819996	12206	12216	astrocytes	cl	CL:0000127	astrocyte (,)
true_positive	15819996	12374	12379	cells	cl	CL:0000000	cell (,)
true_positive	15819996	12403	12410	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	15819996	12844	12861	pyramidal neurons	cl	CL:0000598	pyramidal cell (,{projection neuron, pyramidal neuron})
true_positive	15819996	12926	12933	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	15819996	13178	13185	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	15819996	13276	13286	astrocytes	cl	CL:0000127	astrocyte (,)
true_positive	15819996	13364	13381	pyramidal neurons	cl	CL:0000598	pyramidal cell (,{projection neuron, pyramidal neuron})
true_positive	15819996	13486	13493	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	15819996	14144	14154	astrocytes	cl	CL:0000127	astrocyte (,)
true_positive	15819996	14196	14201	cells	cl	CL:0000000	cell (,)
true_positive	15819996	14339	14356	pyramidal neurons	cl	CL:0000598	pyramidal cell (,{projection neuron, pyramidal neuron})
true_positive	15819996	15268	15275	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	15819996	15392	15396	cell	cl	CL:0000000	cell (,)
true_positive	15819996	15407	15414	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	15819996	15474	15481	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	15819996	15483	15493	Astrocytes	cl	CL:0000127	astrocyte (,)
true_positive	15819996	15706	15716	astrocytes	cl	CL:0000127	astrocyte (,)
